Name,LocalName,TotalCases,NewCases,ActiveCases,TotalRecovered,NewRecovered,TotalDeaths,NewDeaths,TotalTests,RationPerMillion
Bangladesh,বাংলাদেশ,611295,0,60150,542099,0,9046,0,4670576,3684
