Name,LocalName,TotalCases,NewCases,ActiveCases,TotalRecovered,NewRecovered,TotalDeaths,NewDeaths,TotalTests,RationPerMillion
Bangladesh,বাংলাদেশ,580808,0,44436,527609,0,8763,0,4487686,3501
