Name,LocalName,TotalCases,NewCases,ActiveCases,TotalRecovered,NewRecovered,TotalDeaths,NewDeaths,TotalTests,RationPerMillion
Bangladesh,বাংলাদেশ,566838,1899,39355,518841,1618,8642,18,4368111,3418
